Print ISBN,eBook ISBN,File Name,Title,Subtitle,Contributor 1 Role,Contributor 1 Full Name,Contributor 2 Role,Contributor 2 Full Name,Contributor 3 Role,Contributor 3 Full Name,Contributor 4 Role,Contributor 4 Full Name,Contributor 5 Role,Contributor 5 Full Name,Contributor 6 Role,Contributor 6 Full Name,Contributor 7 Role,Contributor 7 Full Name,Price,Main Description
9781604860092,9781604862768,Lickin_the_Beaters_Two_9781604862768.pdf,Lickin' the Beaters 2,Vegan Chocolate and Candy,Author,Siue Moffat,Illustrated by,Missy Kulick,Illustrated by,Celso,,,,,,,,,17.95,"<p>The beaters go on&mdash;in <em>Lickin&rsquo; the Beaters 2: Vegan Chocolate and Candy</em>, the second of Siue Moffat&rsquo;s fun vegan dessert cookbooks.</p>
<p>Themed around the duality of dessert&mdash;an angel on one shoulder and a devil on the other&mdash;Siue takes chocolate, candy and even ice creem (vegan alternative to ice cream) head-on with quirky illustrations, useful hints and a handy &ldquo;Quick Recipe&rdquo; indicator to make using this book simple and amusing. With an understanding that dessert should be an indulgence, Moffat provides vegan renditions of tantalizing delicacies both traditional and original. </p>
<p>Recipes include old favorites such as Carmel Corn, Salt Water Taffy, Pralines, Cookies, Cakes, and Fudge as well as some brave new recipes like Fabulous Flourless Chocolate Torte and Toll-Free Chocolate Chip cookies.</p>"
9781629630328,9781629630564,Life_and_Ideas_9781629630564.pdf,Life and Ideas,The Anarchist Writings of Errico Malatesta,Author,Errico Malatesta,Edited by,Vernon Richards,Foreword by,Carl Levy,,,,,,,,,21.95,"<p>With the timely reprinting of this selection of Malatesta&rsquo;s writings, first published in 1965 by Freedom Press, the full range of this great anarchist activist&rsquo;s ideas are once again in circulation. <em>Life and Ideas</em> gathers excerpts from Malatesta&rsquo;s writings over a lifetime of revolutionary activity.</p>
<p>The editor, Vernon Richards, has translated hundreds of articles by Malatesta, taken from the journals Malatesta either edited himself or contributed to, from the earliest, <em>L&rsquo;En Dehors</em> of 1892, through to <em>Pensiero e Volont&agrave;</em>, which was forced to close by Mussolini&rsquo;s fascists in 1926, and the bilingual <em>Il Risveglio/Le R&eacute;veil</em>, which published most of his writings after that date. These articles have been pruned down to their essentials and collected under subheadings ranging from &ldquo;Ends and Means&rdquo; to &ldquo;Anarchist Propaganda.&rdquo; Through the selections Malatesta&rsquo;s classical anarchism emerges: a revolutionary, nonpacifist, nonreformist vision informed by decades of engagement in struggle and study. In addition there is a short biographical piece and an essay by the editor.</p>"
9781629637938,9781629638034,life_under_the_jolly_roger_9781629638034.pdf,Life Under the Jolly Roger,Reflections on Golden Age Piracy,Author,Gabriel Kuhn,,,,,,,,,,,,,20.00,"<p>Over the last couple of decades, an ideological battle has raged over the political legacy and cultural symbolism of the &ldquo;golden age&rdquo; pirates who roamed the seas between the Caribbean Islands and the Indian Ocean from roughly 1690 to 1725. They are depicted as romanticized villains on the one hand and as genuine social rebels on the other. <em>Life Under the Jolly Roger</em> examines the political and cultural significance of these nomadic outlaws by relating historical accounts to a wide range of theoretical concepts&mdash;reaching from Marshall Sahlins and Pierre Clastres to Mao Zedong and Eric J. Hobsbawm via Friedrich Nietzsche and Michel Foucault. With daring theoretical speculation and passionate, respectful inquiry, Gabriel Kuhn skillfully contextualizes and analyzes the meanings of race, gender, sexuality, and disability in golden age pirate communities, while also surveying the breathtaking array of pirates&rsquo; forms of organization, economy, and ethics.</p>
<p><em>Life Under the Jolly Roger</em> also provides an extensive catalog of scholarly references for the academic reader. Yet this delightful and engaging study is written in language that is wholly accessible for a wide audience.</p>
<p>This expanded second edition includes two new prefaces and an appendix with interviews about contemporary piracy, the ongoing fascination with pirate imagery, and the thorny issue of colonial implications in the romanticization of pirates.</p>"
9781629630397,9781629630458,Line_in_the_Tar_Sands_9781629630458.pdf,Line in the Tar Sands,Struggles for Environmental Justice,Edited by,Joshua Kahn,Edited by,Stephen D'Arcy,Edited by,Tony Weis,Edited by,Toban Black,Foreword by,Naomi Klein,Foreword by,Bill McKibben,,,24.95,"<p>Tar sands &ldquo;development&rdquo; comes with an enormous environmental and human cost. In the tar sands of Alberta, the oil industry is using vast quantities of water and natural gas to produce synthetic crude oil, creating drastically high levels of greenhouse gas emissions and air and water pollution. But tar sands opponents&mdash;fighting a powerful international industry&mdash;are likened to terrorists, government environmental scientists are muzzled, and public hearings are concealed and rushed.</p>
<p>Yet, despite the formidable political and economic power behind the tar sands, many opponents are actively building international networks of resistance, challenging pipeline plans while resisting threats to Indigenous sovereignty and democratic participation. Including leading voices involved in the struggle against the tar sands, <em>A Line in the Tar Sands</em> offers a critical analysis of the impact of the tar sands and the challenges opponents face in their efforts to organize effective resistance.</p>
<p>Contributors include: Greg Albo, S&acirc;kihitowin Aw&acirc;sis, Toban Black, Rae Breaux, Jeremy Brecher, Linda Capato, Jesse Cardinal, Angela V. Carter, Emily Coats, Stephen D&rsquo;Arcy, Yves Engler, Cherri Foytlin, Sonia Grant, Harjap Grewal, Randolph Haluza-DeLay, Ryan Katz-Rosene, Naomi Klein, Melina Laboucan-Massimo, Winona LaDuke, Crystal Lameman, Christine Leclerc, Kerry Lemon, Matt Leonard, Martin Lukacs, Tyler McCreary, Bill McKibben, Yudith Nieto, Joshua Kahn Russell, Macdonald Stainsby, Clayton Thomas-Muller, Brian Tokar, Dave Vasey, Harsha Walia, Tony Weis, Rex Weyler, Will Wooten, Jess Worth, and Lilian Yap.</p>
<p></p>
<p><em>The editors&rsquo; proceeds from this book will be donated to frontline grassroots environmental justice groups and campaigns.</em></p>"
9781604860450,9781604862829,Lives_Less_Valuable_9781604862829.pdf,Lives Less Valuable,,Author,Derrick Jensen,,,,,,,,,,,,,18.00,"<p>At the heart of a city, a river is dying, children have cancer, and people are burning with despair. From the safe distance that wealth buys, a corporation called Vexcorp counts these lives as another expense on a balance sheet. But that distance is about to collapse.</p>
<p>Malia is an activist who has fiercely fought the everyday atrocities of environmental racism. After years of watching countless children die, she&rsquo;s lost faith in the possibility of systemic reform. Dennis is a lawyer who still believes that if enough people have the correct information they will do the right thing. Dujuan is a young street thug torn by a chaos of grief and rage at his little sister&rsquo;s death. And Larry Gordon is Vexcorp&rsquo;s CEO. </p>
<p>Their lives converge when Dujuan mugs Malia. Her scornful comparison of Dujuan to Vexcorp triggers a storm inside him. That storm only clears when he identifies the real agent of his pain: Larry Gordon. Injury requires justice, so Dujuan kidnaps Gordon and assembles a rough court to try him for murder. He picks Malia to be the judge because she knows the facts and because, as Dujuan says, &ldquo;You want this as bad as me.&rdquo; As bystanders become involved and time runs out, Malia is forced to make grueling moral decisions between survival and loyalty, safety and courage, agency and despair.</p>
<p>Derrick Jensen has written a novel as compelling as it is necessary: with our planet under serious threat, Malia&rsquo;s decisions face us all.</p>"
9781629636399,9781629636573,living_and_dying_on the_factory_floor_9781629636894.pdf,Living and Dying on the Factory Floor,From the Outside In and the Inside Out,Author,David Ranney,,,,,,,,,,,,,15.00,"<p>David Ranney&rsquo;s vivid memoir describes his work experiences between 1976 and 1982 in the factories of southeast Chicago and northwest Indiana. The book opens with a detailed description of what it was like to live and work in one of the heaviest industrial concentrations in the world. The author takes the reader on a walk through the heart of the South Side of Chicago, observing the noise, heavy traffic, the 24-hour restaurants and bars, the rich diversity of people on the streets at all hours of the day and night, and the smell of the highly polluted air.</p>
<p>Factory life includes stints at a machine shop, a shortening factory, a railroad car factory, a structural steel shop, a box factory, a chemical plant, and a paper cup factory. Along the way there is a wildcat strike, an immigration raid, shop-floor actions protesting supervisor abuses, serious injuries, a failed effort to unionize, and a murder. Ranney&rsquo;s emphasis is on race and class relations, working conditions, environmental issues, and broader social issues in the 1970s that impacted the shop floor.</p>
<p>Forty years later, the narrator returns to Chicago&rsquo;s South Side to reveal what happened to the communities, buildings, and the companies that had inhabited them. <em>Living and Dying on the Factory Floor</em> concludes with discussions on the nature of work; racism, race, and class; the use of immigration policy for social control; and our ability to create a just society.</p>"
9781604865233,9781604868623,Living_Spirit_of_Revolt_9781604868623.pdf,Living Spirit of Revolt,Infrapolitics of Anarchism,Author,Žiga Vodovnik,Introduction by,Howard Zinn,,,,,,,,,,,18.95,"<p>&ldquo;The great contribution of Žiga Vodovnik is that his writing rescues anarchism from its dogma, its rigidity, its isolation from the majority of the human race. He reveals the natural anarchism of our everyday lives, and in doing so, enlarges the possibilities for a truly human society, in which our imaginations, our compassion, can have full play.&rdquo; &mdash;Howard Zinn, author of <em>A People&rsquo;s History of the United States</em>, from the Introduction</p>
<p>At the end of the nineteenth century, the network of anarchist collectives represented the first-ever global antisystemic movement and the very center of revolutionary tumult. In this groundbreaking and magisterial work, Žiga Vodovnik establishes that anarchism today is not only the most revolutionary current but, for the first time in history, the only one left. According to the author, many contemporary theoretical reflections on anarchism marginalize or neglect to mention the relevance of the anarchy of everyday life. Given this myopic (mis)conception of its essence, we are still searching for anarchism in places where the chances of actually finding it are the smallest.</p>"
9781604864908,9781604866988,London_Peculiar_and_Other_Nonfiction_9781604866988.pdf,London Peculiar and Other Nonfiction,,Author,Michael Moorcock,Edited by,Allan Kausch,Introduction by,Iain Sinclair,,,,,,,,,23.95,"<p>Voted by the <em>London Times</em> as one of the best writers since 1945, Michael Moorcock was shortlisted for the Whitbread Prize and won the Guardian Fiction Prize. He has won almost all the major Science Fiction, Fantasy, and lifetime achievement awards including the &ldquo;Howie,&rdquo; the Prix Utopiales and the Stoker. Best known for his rule-breaking SF and Fantasy, including the classic Elric and Hawkmoon series, he is also the author of several graphic novels.</p>
<p>Now, in <em>London Peculiar and Other Nonfiction</em>, Michael Moorcock personally selects the best of his published, unpublished, and uncensored essays, articles, reviews, and opinions covering a wide range of subjects: books, films, politics, reminiscences of old friends, and attacks on new foes. Drawn from over fifty years of writing, including his most recent work from the pages of the <em>Los Angeles Times</em>, and the <em>Guardian</em>, along with obscure and now unobtainable sources, the pieces in <em>London Peculiar and Other Nonfiction</em> showcase Moorcock at his acerbic best. They include:</p>
<ul>
<li>&ldquo;London Peculiar,&rdquo; an impassioned statement of Moorcock&rsquo;s memories of wartime London. The architectural &ldquo;improvements&rdquo; wrought by the rebuilding of the city after World War Two brought cultural changes as well, many to the detriment of the city&rsquo;s inhabitants.</li>
<li>Review of R. Crumb&rsquo;s <em>Genesis</em>, previously unavailable in English, this lengthy review of the underground comic artist&rsquo;s retelling of the first book of the Bible leads Moorcock to address nostalgia for the sixties.</li>
<li>&ldquo;A Child&rsquo;s Christmas in the Blitz&rdquo;&mdash;An autobiographical recounting of Moorcock&rsquo;s childhood in wartime London, with memories of the freedom and hardships he encountered during the bombings, and the happy times he spent with his parents.</li>
</ul>
<p>These, along with dozens more, make this a collection Moorcock fans won&rsquo;t want to miss, and the perfect introduction for new readers who will soon discover why Alan Moore (<em>Watchmen</em>) says: &ldquo;Moorcock seizes the 21st century bull by its horns and wrestles it into submission with a Texan rodeo confidence.&rdquo;</p>"
9781604860849,9781604862850,Lonely_Hearts_Killer_9781604862850.pdf,Lonely Hearts Killer,,Author,Tomoyuki Hoshino,Translated by,Andrienne Carey Hurley,,,,,,,,,,,15.95,"<p>What happens when a popular and young emperor suddenly dies, and the only person available to succeed him is his sister? How can people in an island country survive as climate change and martial law are eroding more and more opportunities for local sustainability and mutual aid? And what can be done to challenge the rise of a new authoritarian political leadership at a time when the general public is obsessed with fears related to personal and national &ldquo;security&rdquo;? These and other provocative questions provide the backdrop for this powerhouse novel about young adults embroiled in what appear to be more private matters&mdash;friendships, sex, a love suicide, and struggles to cope with grief and work. </p>
<p>PM Press is proud to bring you this first English translation of a full-length novel by the award-winning author Tomoyuki Hoshino. </p>"
9781629633893,9781629634074,Look_for_Me_in_the_Whirlwind_9781629634074.pdf,Look for Me in the Whirlwind,From the Panther 21 to 21st-Century Revolutions,Edited by,Matt Meyer,Edited by,déqui kioni-sadiki,Author,Sekou Odinga,Author,Dhoruba Bin Wahad,Foreword by,Imam Jamil Al-Amin,Author,Jamal Joseph,Afterword by,Mumia Abu-Jamal,26.95,"<p>Amid music festivals and moon landings, the tumultuous year of 1969 included an infamous case in the annals of criminal justice and Black liberation: the New York City Black Panther 21. Though some among the group had hardly even met one another, the 21 were rounded up by the FBI and New York Police Department in an attempt to disrupt and destroy the organization that was attracting young people around the world. Involving charges of conspiracy to commit violent acts, the Panther 21 trial&mdash;the longest and most expensive in New York history&mdash;revealed the illegal government activities which led to exile, imprisonment on false charges, and assassination of Black liberation leaders. Solidarity for the 21 also extended well beyond &ldquo;movement&rdquo; circles and included mainstream publication of their collective autobiography, <em>Look for Me in the Whirlwind</em>, which is reprinted here for the first time.</p>
<p><em>Look for Me in the Whirlwind: From the Panther 21 to 21st-Century Revolutions</em> contains the entire original manuscript, and includes new commentary from surviving members of the 21: Sekou Odinga, Dhoruba Bin Wahad, Jamal Joseph, and Shaba Om. Still-imprisoned Sundiata Acoli, Imam Jamil Al-Amin, and Mumia Abu-Jamal contribute new essays. Never or rarely seen poetry and prose from Afeni Shakur, Kuwasi Balagoon, Ali Bey Hassan, and Michael &ldquo;Cetewayo&rdquo; Tabor is included. Early Panther leader and jazz master Bilal Sunni-Ali adds a historical essay and lyrics from his composition &ldquo;Look for Me in the Whirlwind,&rdquo; and coeditors kioni-sadiki, Meyer, and Panther rank-and-file member Cyril &ldquo;Bullwhip&rdquo; Innis Jr. help bring the story up to date.</p>
<p>At a moment when the Movement for Black Lives recites the affirmation that &ldquo;it is our duty to win,&rdquo; penned by Black Liberation Army (BLA) militant Assata Shakur, those who made up the BLA and worked alongside of Assata are largely unknown. This book&mdash;with archival photos from David Fenton, Stephen Shames, and the private collections of the authors&mdash; provides essential parts of a hidden and missing-in-action history. Going well beyond the familiar and mythologized nostalgic Panther narrative, <em>From the Panther 21 to 21st-Century Revolutions</em> explains how and why the Panther legacy is still relevant and vital today.</p>"
9781604863192,9781604866841,Love_and_Struggle_9781604866841.pdf,Love and Struggle,"My Life in SDS, the Weather Underground, and Beyond",Author,David Gilbert,Introduction by,Boots Riley,,,,,,,,,,,22.00,"<p>A nice Jewish boy from suburban Boston&mdash;hell, an Eagle Scout!&mdash;David Gilbert arrived at Columbia University just in time for the explosive Sixties. From the early anti-Vietnam War protests to the founding of SDS, from the Columbia Strike to the tragedy of the Townhouse, Gilbert was on the scene: as organizer, theoretician, and above all, activist. He was among the first militants who went underground to build the clandestine resistance to war and racism known as &ldquo;Weatherman.&rdquo; And he was among the last to emerge, in captivity, after the disaster of the 1981 Brink&rsquo;s robbery, an attempted expropriation that resulted in four deaths and long prison terms. In this extraordinary memoir, written from the maximum-security prison where he has lived for almost thirty years, Gilbert tells the intensely personal story of his own Long March from liberal to radical to revolutionary.</p>
<p>Today a beloved and admired mentor to a new generation of activists, he assesses with rare humor, with an understanding stripped of illusions, and with uncommon candor the errors and advances, terrors and triumphs of the Sixties and beyond. It&rsquo;s a battle that was far from won, but is still not lost: the struggle to build a new world, and the love that drives that effort. A cautionary tale and a how-to as well, <em>Love and Struggle</em> is a book as candid, uncompromising, and humane as its author.</p>"
9781604862263,9781604863703,Low_Bite_9781604863703.pdf,Low Bite,,Author,Sin Soracco,,,,,,,,,,,,,14.95,"<p><em>Low Bite</em>: Sin Soracco&rsquo;s prison novel about survival, dignity, friendship, and insubordination. The view from inside a women&rsquo;s prison isn&rsquo;t a pretty one, and Morgan, the narrator, knows that as well as anyone. White, female, 26, convicted of nighttime breaking and entering with force, she works in the prison law library, giving legal counsel of more-or-mostly-less usefulness to other convicts. More useful is the hooch stash she keeps behind the law books.</p>
<p>And she has plenty of enemies&mdash;like Johnson, the lesbian-hating warden, and Alex, the &ldquo;pretty little dude&rdquo; lawyer who doesn&rsquo;t like her free legal advice. Then there&rsquo;s Rosalie and Birdeye&mdash;serious rustlers whose loyalty lasts about as long as their cigarettes hold out. And then there&rsquo;s China: Latina, female, 22, holding U.S. citizenship through marriage, convicted of conspiracy to commit murder&mdash;a dangerous woman who is safer in prison than she is on the streets. They&rsquo;re all trying to get through without getting caught or going straight, but there&rsquo;s just one catch&mdash;a bloodstained bank account that everybody wants, including some players on the outside.</p>
<p><em>Low Bite</em>: an underground classic reprinted at last and the first title in the new imprint from The Green Arcade.</p>"
9781604862249,9781604865356,Lucasville_9781604865356.pdf,Lucasville,The Untold Story of a Prison Uprising,Author,Staughton Lynd,Foreword by,Mumia Abu-Jamal,,,,,,,,,,,20.00,"<p><em>Lucasville</em> tells the story of one of the longest prison uprisings in U.S. history. At the maximum-security Southern Ohio Correctional Facility in Lucasville, Ohio, prisoners seized a major area of the prison on Easter Sunday, 1993. More than 400 prisoners held L block for eleven days. Nine prisoners alleged to have been informants, or &ldquo;snitches,&rdquo; and one hostage correctional officer, were murdered. There was a negotiated surrender. Thereafter, almost wholly on the basis of testimony by prisoner informants who received deals in exchange, five spokespersons or leaders were tried and sentenced to death, and more than a dozen others received long sentences.</p>
<p><em>Lucasville</em> examines the causes of the disturbance, what happened during the eleven days, and the fairness of the trials. Particular emphasis is placed on the interracial character of the action, as evidenced in the slogans that were found painted on walls after the surrender: &ldquo;Black and White Together,&rdquo; &ldquo;Convict Unity,&rdquo; and &ldquo;Convict Race.&rdquo; </p>
<p>An eloquent Foreword by Mumia Abu-Jamal underlines these themes. He states, as does the book, that the men later sentenced to death &ldquo;sought to minimize violence, and indeed, according to substantial evidence, saved the lives of several men, prisoner and guard alike.&rdquo; Of the five men, three black and two white, who were sentenced to death, Mumia declares, &ldquo;They rose above their status as prisoners, and became, for a few days in April 1993, what rebels in Attica had demanded a generation before them: men. As such, they did not betray each other; they did not dishonor each other; they reached beyond their prison &lsquo;tribes&rsquo; to reach commonality.&rdquo;</p>"
9781604860856,9781604862492,Lucky_Strike_9781604862492.pdf,Lucky Strike,,Author,Kim Stanley Robinson,,,,,,,,,,,,,12.00,"<p>Combining dazzling speculation with a profoundly humanist vision, Kim Stanley Robinson is known as not only the most literary but also the most progressive (read &ldquo;radical&rdquo;) of today&rsquo;s top rank SF authors. His bestselling <em>Mars Trilogy</em> tells the epic story of the future colonization of the red planet, and the revolution that inevitably follows. <em>The Years of Rice and Salt</em> is based on a devastatingly simple idea: If the medieval plague had wiped out all of Europe, what would our world look like today? His novel <em>Galileo&rsquo;s Dream</em> is a stunning combination of historical drama and far-flung space opera, in which the ten dimensions of the universe itself are rewoven to ensnare history&rsquo;s most notorious torturers.</p>
<p>&ldquo;The Lucky Strike,&rdquo; the classic and controversial story Robinson has chosen for PM&rsquo;s Outspoken Authors series, begins on a lonely Pacific island, where a crew of untested men are about to take off in an untried aircraft with a deadly payload that will change our world forever. Until something goes wonderfully wrong &hellip;</p>
<p><em>Plus:</em> &ldquo;A Sensitive Dependence on Initial Conditions,&rdquo; in which Robinson dramatically deconstructs &ldquo;alternate history&rdquo; to explore what might have been if things had gone differently over Hiroshima that day. As with all Outspoken Author books, there is a deep interview and autobiography: at length, in-depth, no-holds-barred, and all-bets-off: an extended tour though the mind and work, the history and politics of our Outspoken Author. Surprises are promised.</p>"
9781604860757,9781604863826,Mammoths_of_the_Great_Plains_9781604863826.pdf,Mammoths of the Great Plains,,Author,Eleanor Arnason,,,,,,,,,,,,,12.00,"<p>When President Thomas Jefferson sent Lewis and Clark to explore the West, he told them to look especially for mammoths. Jefferson had seen bones and tusks of the great beasts in Virginia, and he suspected&mdash;he hoped!&mdash;that they might still roam the Great Plains. In Eleanor Arnason&rsquo;s imaginative alternate history, they do: shaggy herds thunder over the grasslands, living symbols of the oncoming struggle between the Native peoples and the European invaders. And in an unforgettable saga that soars from the badlands of the Dakotas to the icy wastes of Siberia, from the Russian Revolution to the AIM protests of the 1960s, Arnason tells of a modern woman&rsquo;s struggle to use the weapons of DNA science to fulfill the ancient promises of her Lakota heritage.</p>
<p><em>PLUS:</em> &ldquo;Writing SF During World War III,&rdquo; and an Outspoken Interview that takes you straight into the heart and mind of one of today&rsquo;s edgiest and most uncompromising speculative authors.</p>"
9781604863239,9781604868890,Mango_and_Mint_9781604868890.pdf,Mango & Mint,"Arabian, Indian, and North African Inspired Vegan Cuisine",Author,Nicky Garratt,,,,,,,,,,,,,17.95,"<p><em>Mango &amp; Mint</em> is a collection of favorite vegan dishes inspired by the foods of the Arab world, India, and North Africa. It follows the philosophy of a cuisine free of meat rather than one that emulates it. One common thread in these cuisines is that they can be prepared in a buffet style without a centerpiece (historically the kill from the hunt or domesticated herd).</p>
<p>Care has been taken to include sufficient recipes to build a complete buffet or a formal sit-down meal. Traditional recipes for familiar classics such as hummus or chana masala are enriched with tips and presentation ideas while established flavors and techniques are brought to bear on new combinations. This collection of recipes leans toward the flavorful with Arabic and North African creations such as Baba Ghanoush, Red Pepper Bulgur Salad, Spinach Pies, Harissa, Donuts in Syrup, and Indian favorites such as Apple Soup, Peanut Vada, Chana Masala with Green Chiles, and Mango Rice.</p>
<p>The recipes range from quick and easily created to relatively complex but requiring only basic equipment and rudimentary skill.</p>
<p>A section called &ldquo;Ganging Up&rdquo; has ideas and procedures for planning ahead and saving money by maximizing resources. This includes buying in season, getting the most out of a barbeque, freezing, cooking in batches, and creating vegetable stocks and base sauces.</p>
<p>The final section, &ldquo;Recycled,&rdquo; has recipes for normally discarded matter like watermelon rinds, leftovers, and wild plants.</p>
<p>An index for fresh ingredients enables one to quickly locate a recipe by provisions already in your refrigerator while a sample menu section with full-color photographs offer presentation ideas.</p>"
9781629631370,9781629632568,Maoism_and_the_Chinese_Revolution_9781629632568.pdf,Maoism and the Chinese Revolution,A Critical Introduction,Author,Elliott Liu,,,,,,,,,,,,,14.95,"<p>The Chinese Revolution changed the face of the twentieth century, and the politics that issued from it&mdash;often referred to as &ldquo;Maoism&rdquo;&mdash;resonated with colonized and oppressed people from the 1970s down to the anticapitalist movements of today. But how did these politics first emerge? And what do they offer activists today, who seek to transform capitalist society at its very foundations?</p>
<p><em>Maoism and the Chinese Revolution</em> offers the novice reader a sweeping overview of five decades of Maoist revolutionary history. It covers the early years of the Chinese Communist Party, through decades of guerrilla warfare and rapid industrialization, to the massive upheavals of the Cultural Revolution. It traces the development of Mao Zedong&rsquo;s military and political strategy, philosophy, and statecraft amid the growing contradictions of the Chinese revolutionary project. All the while, it maintains a perspective sympathetic to the everyday workers and peasants who lived under the party regime, and who in some moments stood poised to make the revolution anew.</p>
<p>From the ongoing &ldquo;people&rsquo;s wars&rdquo; in the Global South, to the radical lineages of many black, Latino, and Asian revolutionaries in the Global North, Maoist politics continue to resonate today. As a new generation of activists take to the streets, this book offers a critical review of our past in order to better transform the future.</p>"
9781629635712,9781629635866,maroon_comix_9781629635866.pdf,Maroon Comix,Origins and Destinies,Edited by,Quincy Saul,Illustrated by,Seth Tobocman,Illustrated by,Mac McGill,Illustrated by,Songe Riddle,,,,,,,15.95,"<p>Escaping slavery in the Americas, maroons made miracles in the mountains, summoned new societies in the swamps, and forged new freedoms in the forests. They didn&rsquo;t just escape and steal from plantations&mdash;they also planted and harvested polycultures. They not only fought slavery but proved its opposite, and for generations they defended it with blood and brilliance.</p>
<p><em>Maroon Comix</em> is a fire on the mountain where maroon words and images meet to tell stories together. Stories of escape and homecoming, exile and belonging. Stories that converge on the summits of the human spirit, where the most dreadful degradation is overcome by the most daring dignity. Stories of the damned who consecrate their own salvation.</p>
<p>With selections and citations from the writings of Russell Maroon Shoatz, Herbert Aptheker, C.L.R. James, and many more, accompanied by comics and illustrations from Songe Riddle, Mac McGill, Seth Tobocman, and others, <em>Maroon Comix</em> is an invitation to never go back, to join hands and hearts across space and time with the maroons and the mountains that await their return.</p>"
9781604860597,9781604868531,Maroon_the_Implacable_9781604868531.pdf,Maroon the Implacable,The Collected Writings of Russell Maroon Shoatz,Author,Russell Maroon Shoatz,Foreword by,Chuck D,Edited by,Fred Ho,Edited by,Quincy Saul,Afterword by,Matt Meyer,Afterword by,Nozizwe Madlala-Routledge,,,20.00,"<p>Russell Maroon Shoatz is a political prisoner who has been held unjustly for over thirty years, including two decades in solitary confinement. He was active as a leader in the Black Liberation Movement in Philadelphia, both above and underground. His successful escapes from maximum-security prisons earned him the title &ldquo;Maroon.&rdquo; This is the first published collection of his accumulated written works, and also includes new essays written expressly for this volume.</p>
<p>Despite the torture and deprivation that has been everyday life for Maroon over the last several decades, he has remained at the cutting edge of history through his writings. His work is innovative and revolutionary on multiple levels:<br /> &bull; His self-critical and fresh retelling of the Black liberation struggle in the U.S. includes many practical and theoretical insights; <br /> &bull; His analysis of the prison system, particularly in relation to capitalism, imperialism, and the drug war, takes us far beyond the recently-popular analysis of the Prison Industrial Complex, contained in books such as <em>The New Jim Crow</em>; <br /> &bull; His historical research and writings on Maroon communities throughout the Americas, drawing many insights from these societies in the fields of political and military revolutionary strategy are unprecedented; and finally<br /> &bull; His sharp and profound understanding of the current historical moment, with clear proposals for how to move forward embracing new political concepts and practices (including but not limited to eco-socialism, matriarchy and eco-feminism, food security, prefiguration and the Occupy Wall Street movement) provide cutting-edge challenges for today&rsquo;s movements for social change.</p>"
9781604867367,9781604869064,Men_in_Prison_9781604869064.pdf,Men in Prison,,Author,Victor Serge,Introduction by,Richard Greeman,,,,,,,,,,,18.95,"<p>&ldquo;Everything in this book is fictional and everything is true,&rdquo; wrote Victor Serge in the epigraph to <em>Men in Prison</em>. &ldquo;I have attempted, through literary creation, to bring out the general meaning and human content of a personal experience.&rdquo;</p>
<p>The author of <em>Men in Prison</em> served five years in French penitentiaries (1912&ndash;1917) for the crime of &ldquo;criminal association&rdquo;&mdash;in fact for his courageous refusal to testify against his old comrades, the infamous &ldquo;Tragic Bandits&rdquo; of French anarchism. &ldquo;While I was still in prison,&rdquo; Serge later recalled, &ldquo;fighting off tuberculosis, insanity, depression, the spiritual poverty of the men, the brutality of the regulations, I already saw one kind of justification of that infernal voyage in the possibility of describing it. Among the thousands who suffer and are crushed in prison&mdash;and how few men really know that prison!&mdash;I was perhaps the only one who could try one day to tell all&hellip; There is no novelist&rsquo;s hero in this novel, unless that terrible machine, prison, is its real hero. It is not about &lsquo;me,&rsquo; about a few men, but about men, all men crushed in that dark corner of society.&rdquo; </p>
<p>Ironically, Serge returned to writing upon his release from a GPU prison in Soviet Russia, where he was arrested as an anti-Stalinist subversive in 1928. He completed <em>Men in Prison</em> (and two other novels) in &ldquo;semi-captivity&rdquo; before he was rearrested and deported to the Gulag in 1933. Serge&rsquo;s classic prison novel has been compared to Dostoyevsky&rsquo;s <em>House of the Dead</em>, Koestler&rsquo;s <em>Spanish Testament</em>, Genet&rsquo;s <em>Miracle of the Rose</em>, and Solzhenitsyn&rsquo;s <em>One Day in the Life of Ivan Denisovitch</em> both for its authenticity and its artistic achievement.</p>
<p>This edition features a substantial new introduction by translator Richard Greeman, situating the work in Serge&rsquo;s life and times.</p>"
